# Jensen Cosine Distribution (x/ro = 16). Column 1 = theta coordinate, Column 2 = velocity coordinate. Each row represents one coordinate point.
-20.014047788447062, 1.0004757032982443
-15.933256126757279, 0.9939503627497314
-12.328868854417138, 0.9758933718327562
-9.202521850672788, 0.9517592193480373
-7.036799493137103, 0.9306221015076057
-3.9702529640574014, 0.9058798174047167
-1.3875631631153382, 0.8944541096921952
0.952834745036526, 0.8908987987972394
3.2912332452208943, 0.8940100853253844
5.687069283381028, 0.9056082095171821
8.081632971016369, 0.9214487138873168
10.355505123158338, 0.9397092808882567
13.228109079389483, 0.9616269468261348
16.58129800526597, 0.9811370139750829
20.056632581521328, 0.9933785840036978
22.93450770421225, 0.9977206749170378
