# Jensen Cosine Distribution (x/ro = 10). Column 1 = theta coordinate, Column 2 = velocity coordinate. Each row represents one coordinate point.
-20.028977830401807, 1.0004902342634283
-18.166295355757406, 0.996918379111035
-14.730475018305896, 0.9782494897720724
-12.372676710237279, 0.9577250845186721
-10.069406577655919, 0.9311381847830039
-8.006060417218443, 0.9045429759920234
-6.12211195413402, 0.8773354936877147
-3.6994251172355845, 0.8513587902015467
-0.9866483867449745, 0.8363012240277108
0.515057566173823, 0.833928988736037
3.147677878698161, 0.8412928890066007
4.280228083568311, 0.8492108994033061
6.776527957374547, 0.8747518968015331
8.91185130945518, 0.9014925140604797
10.808886534656544, 0.9264066970985819
13.123062302335356, 0.9543656295927005
15.680979014442173, 0.9780905790892238
18.485363079751338, 0.9945513369789314
20.041051926402545, 0.9988476378913695
