# Jensen ScatterPoint Data (x/ro = 10). Column 1 = theta coordinate, Column 2 = velocity coordinate. Each row represents one coordinate point.
-22.561446002786802, 1.013777656235757
-16.968993762289866, 0.998166451797737
-15.700642002317988, 0.9884840671432853
-13.687359195739102, 0.950864033545598
-10.291414358453451, 0.9765139143910098
-9.194254535036649, 0.9570991392220445
-8.8784883645219, 0.9394809287546719
-7.738849604771403, 0.9395205167272209
-8.625437876834525, 0.9249000533916739
-2.7711841231394274, 0.8849818338086499
-1.8824080946986044, 0.8971707621986956
0.2267713664361679, 0.8863017801565292
3.448242632600156, 0.9058665729056795
5.113672175124684, 0.8548605956427189
5.935357007982702, 0.8749499290281418
6.2166660155486895, 0.8956283939524168
9.661470745269618, 1.0003073276816299
15.191024989907653, 1.0546027529267759
16.00523498847521, 1.0163331640426616
18.299097550494103, 1.0668687736844167
21.383834043051912, 1.038404500527406
23.57541899441339, 1.0026143688713527
