# Jensen Cosine Distribution (x/ro = 6). Column 1 = theta coordinate, Column 2 = velocity coordinate. Each row represents one coordinate point.
-20.024462431067995, 1.0023283117593151
-17.26013762745959, 0.9895417850214924
-14.609643735181898, 0.9614138444042191
-12.738670792803529, 0.9326450792137682
-11.227835302652473, 0.9044771856288475
-10.017400568804078, 0.8775257547693854
-8.806965834955705, 0.8505743239099225
-7.5960404506273775, 0.8223959163861492
-6.085204960476311, 0.7942280228012293
-4.215213319057703, 0.7679132109394031
-1.6881180224682453, 0.748369901396777
0.3537239495261204, 0.7423065128594236
2.8697796103184317, 0.7503701782638335
5.378720839152571, 0.7762250053007773
7.048404422162726, 0.8008234166446169
8.596652011404181, 0.8290985524058523
9.96519886239188, 0.8567538914716186
11.452728454748936, 0.8868673894415523
12.465063057348345, 0.9053077867983483
13.95430992638498, 0.9311268664431875
15.803203597169016, 0.9575720511468081
18.43186354309227, 0.9840445720914508
21.245130732068105, 0.9988671230884348
23.10334676196979, 1.0019997511701142
